"Site_ID","Percent_Bleaching","Temperature_Mean","Turbidity","Cyclone_Frequency","Ecoregion_Name","Distance_to_Shore"
12430,"0","299.82","0.0911",57.81,"Bahamas and Florida Keys","7842"
12473,"0","299.61","0.1533",58.42,"Bahamas and Florida Keys","884.6"
12474,"0","299.61","0.1533",58.42,"Bahamas and Florida Keys","875"
12527,"0","299.52","0.2055",65.38,"Bahamas and Florida Keys","1058"
12545,"0","299.85","0.1024",62.25,"Bahamas and Florida Keys","7990"
12548,"0","299.85","0.1024",62.25,"Bahamas and Florida Keys","8906"
12580,"0","299.68","0.2005",65.38,"Bahamas and Florida Keys","1275"
12609,"0","299.78","0.1705",62.25,"Bahamas and Florida Keys","625"
12617,"0","299.78","0.1705",62.25,"Bahamas and Florida Keys","892"
12623,"0","299.67","0.1553",62.25,"Bahamas and Florida Keys","1072"
12625,"0","299.33","0.0581",71.57,"Bahamas and Florida Keys","722"
12626,"0","299.33","0.0581",71.57,"Bahamas and Florida Keys","568"
12673,"0","299.83","0.1387",62.59,"Bahamas and Florida Keys","6798"
12689,"0","299.83","0.1387",62.59,"Bahamas and Florida Keys","6534"
12704,"0","299.83","0.1387",62.59,"Bahamas and Florida Keys","6256"
12716,"0","299.83","0.1387",62.59,"Bahamas and Florida Keys","5897"
12721,"0","299.31","0.0847",71.57,"Bahamas and Florida Keys","2505"
12763,"0","299.79","0.0498",60.69,"Bahamas and Florida Keys","6553"
12767,"0","299.79","0.0644",62.59,"Bahamas and Florida Keys","6089"
12796,"0","299.83","0.1358",61.18,"Bahamas and Florida Keys","7360.19"
12823,"0","299.75","0.1570",62.84,"Bahamas and Florida Keys","3512"
12824,"0","299.75","0.1541",62.84,"Bahamas and Florida Keys","2903"
12849,"0","299.75","0.1541",62.84,"Bahamas and Florida Keys","2419"
12856,"0","299.75","0.1570",62.84,"Bahamas and Florida Keys","2521"
12867,"0","299.79","0.1570",62.84,"Bahamas and Florida Keys","2054"
12880,"0","299.86","0.08",61.18,"Bahamas and Florida Keys","7216"
12893,"0","299.83","0.08",61.18,"Bahamas and Florida Keys","7470"
12942,"0","299.89","0.0745",61.18,"Bahamas and Florida Keys","8700"
12949,"0","299.68","0.1799",61.18,"Bahamas and Florida Keys","1898"
12950,"0","299.68","0.1799",61.18,"Bahamas and Florida Keys","1652"
12957,"0","299.74","0.2124",59.52,"Bahamas and Florida Keys","715"
12959,"0","299.87","0.1528",59.52,"Bahamas and Florida Keys","6462"
12972,"0","299.81","0.1773",62.62,"Bahamas and Florida Keys","5414"
12974,"0","299.73","0.2015",59.52,"Bahamas and Florida Keys","1950"
12974,"0","299.73","0.2015",59.52,"Bahamas and Florida Keys","1950"
12976,"0","299.87","0.0996",62.62,"Bahamas and Florida Keys","6746"
12997,"0","299.81","0.0653",61.88,"Bahamas and Florida Keys","6779"
13023,"0","299.84","0.0653",61.88,"Bahamas and Florida Keys","5104"
13025,"0","299.84","0.0653",61.88,"Bahamas and Florida Keys","4953"
13026,"0","299.84","0.0497",61.88,"Bahamas and Florida Keys","6115"
13027,"0","299.84","0.0653",61.88,"Bahamas and Florida Keys","4898"
13030,"0","299.76","0.1446",62.54,"Bahamas and Florida Keys","5881.25"
13036,"0","299.81","0.0804",62.54,"Bahamas and Florida Keys","6478"
13039,"0","299.81","0.0804",62.54,"Bahamas and Florida Keys","6266"
13040,"0","299.76","0.0804",62.54,"Bahamas and Florida Keys","5904"
13045,"0","299.75","0.1703",62.54,"Bahamas and Florida Keys","1916"
13050,"0","299.75","0.1703",62.54,"Bahamas and Florida Keys","1615"
13055,"0","299.65","0.1703",62.54,"Bahamas and Florida Keys","1697"
13065,"0","299.65","0.1654",62.54,"Bahamas and Florida Keys","6242"
13069,"0","299.65","0.1739",62.54,"Bahamas and Florida Keys","1015"
13072,"0","299.65","0.1713",62.54,"Bahamas and Florida Keys","1548"
13082,"0","299.65","0.1713",62.54,"Bahamas and Florida Keys","793"
13087,"0","299.65","0.1713",62.54,"Bahamas and Florida Keys","974.81"
13166,"0","299.81","0.1005",60.51,"Bahamas and Florida Keys","6258"
13174,"0","299.86","0.0527",60.51,"Bahamas and Florida Keys","9986"
13178,"0","299.78","0.1500",60.51,"Bahamas and Florida Keys","5002"
13181,"0","299.62","0.1655",60.51,"Bahamas and Florida Keys","651"
13220,"0","299.81","0.1244",57.05,"Bahamas and Florida Keys","8233"
13236,"0","299.81","0.1244",57.05,"Bahamas and Florida Keys","7244"
13260,"0","299.79","0.1244",57.05,"Bahamas and Florida Keys","6782"
13261,"0","299.79","0.0577",57.05,"Bahamas and Florida Keys","8182"
13340,"0","299.84","0.1047",56.55,"Bahamas and Florida Keys","10244"
13345,"0","299.73","0.1769",56.55,"Bahamas and Florida Keys","5065"
13387,"0","299.69","0.1691",55.99,"Bahamas and Florida Keys","4761"
13404,"0","299.69","0.1691",55.99,"Bahamas and Florida Keys","4835"
13433,"0","299.73","0.1550",54.86,"Bahamas and Florida Keys","5319.84"
13448,"0","299.84","0.0818",57.28,"Bahamas and Florida Keys","8680"
13475,"0","299.89","0.0608",57.28,"Bahamas and Florida Keys","7828"
13517,"0","299.81","0.1636",58.01,"Bahamas and Florida Keys","4742.3"
13518,"0","299.81","0.1636",58.01,"Bahamas and Florida Keys","7376.74"
13524,"0","299.71","0.1805",48.9,"Bahamas and Florida Keys","1004"
13546,"0","299.71","0.1805",48.9,"Bahamas and Florida Keys","1346"
13560,"0","299.8","0.1491",58.01,"Bahamas and Florida Keys","5593.38"
13569,"0","299.8","0.1491",58.01,"Bahamas and Florida Keys","2721"
13581,"0","299.89","0.0547",58.01,"Bahamas and Florida Keys","6420"
13584,"0","299.89","0.0547",58.01,"Bahamas and Florida Keys","6917"
13587,"0","299.8","0.1491",58.01,"Bahamas and Florida Keys","5091.64"
13599,"0","299.8","0.0547",58.01,"Bahamas and Florida Keys","5520.23"
13602,"0","299.8","0.1491",58.01,"Bahamas and Florida Keys","4230"
13607,"0","299.8","0.0932",57.93,"Bahamas and Florida Keys","4611.21"
13608,"0","299.8","0.0502",57.93,"Bahamas and Florida Keys","5736"
13614,"0","299.8","0.0502",57.93,"Bahamas and Florida Keys","4904"
13617,"0","299.8","0.0932",57.93,"Bahamas and Florida Keys","3903"
13627,"0","299.84","0.0502",57.93,"Bahamas and Florida Keys","5475"
13637,"0","299.84","0.1536",57.93,"Bahamas and Florida Keys","6670.89"
13641,"0","299.84","0.1536",57.93,"Bahamas and Florida Keys","5220"
13653,"0","299.82","0.1536",57.93,"Bahamas and Florida Keys","4972"
13655,"0","299.82","0.1536",57.93,"Bahamas and Florida Keys","6514"
13656,"0","299.82","0.1536",57.93,"Bahamas and Florida Keys","8572.61"
13684,"0","299.77","0.1122",57.13,"Bahamas and Florida Keys","5531"
13695,"0","299.77","0.1066",52.58,"Bahamas and Florida Keys","6243.79"
13696,"0","299.65","0.1066",52.58,"Bahamas and Florida Keys","3519"
13707,"0","299.77","0.1066",52.58,"Bahamas and Florida Keys","5031"
13723,"0","299.64","0.0599",41.6,"Bahamas and Florida Keys","1920"
13727,"0","299.64","0.2364",41.6,"Bahamas and Florida Keys","1081"
13742,"0","299.78","0.0599",41.6,"Bahamas and Florida Keys","4023"
13743,"0","299.78","0.0599",41.6,"Bahamas and Florida Keys","4021"
13749,"0","299.73","0.0616",41.6,"Bahamas and Florida Keys","2852"
13765,"0","299.73","0.0616",41.6,"Bahamas and Florida Keys","2124"
13772,"0","299.7","0.0616",41.6,"Bahamas and Florida Keys","3341"
13782,"0","299.7","0.0684",33.22,"Bahamas and Florida Keys","3312"
13790,"0","299.7","0.0684",33.22,"Bahamas and Florida Keys","3082"
13792,"0","299.7","0.0684",33.22,"Bahamas and Florida Keys","1498"
13796,"0","299.7","0.0684",33.22,"Bahamas and Florida Keys","2990"
13812,"0","299.7","0.0684",33.22,"Bahamas and Florida Keys","1002"
13840,"0","299.7","0.0487",33.22,"Bahamas and Florida Keys","2875"
13859,"0","299.74","0.0548",51.35,"Bahamas and Florida Keys","2658"
13867,"0","299.74","0.0548",51.35,"Bahamas and Florida Keys","1192"
13883,"0","299.73","0.0548",51.35,"Bahamas and Florida Keys","1033"
13887,"0","299.73","0.0609",51.35,"Bahamas and Florida Keys","1242"
13891,"0","299.73","0.0609",51.35,"Bahamas and Florida Keys","1011"
13893,"0","299.73","0.0609",51.35,"Bahamas and Florida Keys","630"
13896,"0","299.73","0.0609",51.35,"Bahamas and Florida Keys","649"
13897,"0","299.73","0.0609",51.35,"Bahamas and Florida Keys","1235"
13900,"0","299.73","0.0609",51.35,"Bahamas and Florida Keys","2819"
13907,"0","299.73","0.0609",51.35,"Bahamas and Florida Keys","1817.43"
13937,"0","299.71","0.0459",56.97,"Bahamas and Florida Keys","1908"
13940,"0","299.71","0.0468",56.97,"Bahamas and Florida Keys","674"
13941,"0","299.71","0.0485",56.97,"Bahamas and Florida Keys","274"
13944,"0","299.71","0.0459",56.97,"Bahamas and Florida Keys","871"
13945,"0","299.71","0.0459",56.97,"Bahamas and Florida Keys","1847"
13953,"0","299.71","0.0459",56.97,"Bahamas and Florida Keys","402"
13957,"0","299.73","0.0473",56.97,"Bahamas and Florida Keys","1798"
13985,"0","299.73","0.0473",56.97,"Bahamas and Florida Keys","1957"
13992,"0","299.73","0.0473",56.97,"Bahamas and Florida Keys","1674"
14005,"0","299.72","0.053",63.75,"Bahamas and Florida Keys","393"
14009,"0","299.72","0.053",63.75,"Bahamas and Florida Keys","860"
14029,"0","299.72","0.053",63.75,"Bahamas and Florida Keys","316"
14030,"0","299.72","0.053",63.75,"Bahamas and Florida Keys","479"
14034,"0","299.72","0.042",63.75,"Bahamas and Florida Keys","2303"
14035,"0","299.72","0.053",63.75,"Bahamas and Florida Keys","309"
14055,"0","299.79","0.0434",63.75,"Bahamas and Florida Keys","397"
14059,"0","299.79","0.043",63.75,"Bahamas and Florida Keys","245"
14073,"0","299.79","0.0425",63.75,"Bahamas and Florida Keys","154"
14086,"0","299.79","0.043",63.75,"Bahamas and Florida Keys","1595"
14089,"0","299.78","0.0425",63.75,"Bahamas and Florida Keys","349.7"
14091,"0","299.78","0.0433",54.65,"Bahamas and Florida Keys","160"
14096,"0","299.78","0.0428",54.65,"Bahamas and Florida Keys","806"
14111,"0","299.78","0.0417",54.65,"Bahamas and Florida Keys","912"
14133,"0","299.74","0.0453",54.65,"Bahamas and Florida Keys","1610"
14149,"0","299.76","0.0453",54.65,"Bahamas and Florida Keys","453"
14172,"0","299.7","0.0439",52.57,"Bahamas and Florida Keys","1574"
14216,"0","299.80","0.0402",56.63,"Bahamas and Florida Keys","121"
14227,"0","299.8","0.0434",56.63,"Bahamas and Florida Keys","1155"
14228,"0","299.77","0.0468",68.4,"Bahamas and Florida Keys","1430"
14233,"0","299.68","0.0523",68.4,"Bahamas and Florida Keys","1602"
14240,"0","299.71","0.0429",88.08,"Bahamas and Florida Keys","441"
14241,"0","299.71","0.0429",88.08,"Bahamas and Florida Keys","1675"
14245,"0","299.71","0.0429",88.08,"Bahamas and Florida Keys","462"
14254,"0","299.71","0.0429",88.08,"Bahamas and Florida Keys","1535"
14255,"0","299.71","0.0429",88.08,"Bahamas and Florida Keys","1527"
14258,"0","299.71","0.0429",88.08,"Bahamas and Florida Keys","1556"
14260,"0","299.7","0.0429",88.08,"Bahamas and Florida Keys","283"
14263,"0","299.7","0.0429",88.08,"Bahamas and Florida Keys","1626"
14265,"0","299.7","0.0461",88.08,"Bahamas and Florida Keys","460"
14267,"0","299.7","0.0461",88.08,"Bahamas and Florida Keys","327"
14274,"0","299.7","0.0461",88.08,"Bahamas and Florida Keys","380"
14276,"0","299.7","0.0461",88.08,"Bahamas and Florida Keys","337"
14282,"0","299.7","0.0461",88.08,"Bahamas and Florida Keys","1748"
14283,"0","299.7","0.0461",88.08,"Bahamas and Florida Keys","257"
14285,"0","299.7","0.0461",88.08,"Bahamas and Florida Keys","1889"
14289,"0","299.65","0.0505",55.76,"Bahamas and Florida Keys","2967"
14300,"0","299.02","0.1193",57.69,"Bahamas and Florida Keys","1234"
14301,"0","299.02","0.1193",57.69,"Bahamas and Florida Keys","1405"
14303,"0","299.02","0.1073",57.69,"Bahamas and Florida Keys","1177"
14306,"0","299.02","0.1073",57.69,"Bahamas and Florida Keys","1197"
14306,"0","299.02","0.1073",57.69,"Bahamas and Florida Keys","1197"
14309,"0","299.02","0.1067",57.69,"Bahamas and Florida Keys","1085"
14323,"0","298.86","0.1093",57.69,"Bahamas and Florida Keys","960"
14324,"0","298.86","0.1269",59.47,"Bahamas and Florida Keys","311"
999410,"0","300.2","0.0243",84.57,"Bahamas and Florida Keys","332.76"
999410,"0","300.2","0.0243",84.57,"Bahamas and Florida Keys","332.76"
999412,"0","300.02","0.0283",57.11,"Bahamas and Florida Keys","1803.33"
999412,"0","300.02","0.0283",57.11,"Bahamas and Florida Keys","1803.33"
999413,"0","300.11","0.0272",51.65,"Bahamas and Florida Keys","2366.69"
999413,"0","300.11","0.0272",51.65,"Bahamas and Florida Keys","2366.69"
999414,"0","300.09","0.0264",56.36,"Bahamas and Florida Keys","577.72"
999414,"0","300.09","0.0264",56.36,"Bahamas and Florida Keys","577.72"
999415,"0","300.1","0.052",59.57,"Bahamas and Florida Keys","432.33"
999415,"0","300.1","0.052",59.57,"Bahamas and Florida Keys","432.33"
999416,"0","300.1","0.0607",59.25,"Bahamas and Florida Keys","289.14"
999416,"0","300.1","0.0607",59.25,"Bahamas and Florida Keys","289.14"
999417,"0","300.09","0.0489",59.25,"Bahamas and Florida Keys","1215.23"
999418,"0","300.07","0.0588",59.25,"Bahamas and Florida Keys","761.41"
999418,"0","300.07","0.0588",59.25,"Bahamas and Florida Keys","761.41"
999419,"0","300.1","0.0389",59.25,"Bahamas and Florida Keys","2317.95"
999419,"0","300.1","0.0389",59.25,"Bahamas and Florida Keys","2317.95"
999420,"0","300.1","0.0489",59.25,"Bahamas and Florida Keys","2016.42"
999420,"0","300.1","0.0489",59.25,"Bahamas and Florida Keys","2016.42"
999421,"0","300.09","0.0303",59.86,"Bahamas and Florida Keys","3946.79"
999421,"0","300.09","0.0303",59.86,"Bahamas and Florida Keys","3946.79"
999422,"0","300.01","0.0316",60.46,"Bahamas and Florida Keys","2142.48"
999422,"0","300.01","0.0316",60.46,"Bahamas and Florida Keys","2142.48"
999423,"0","299.95","0.0277",62.43,"Bahamas and Florida Keys","1248.88"
999423,"0","299.95","0.0277",62.43,"Bahamas and Florida Keys","1248.88"
999424,"0","299.96","0.0277",62.43,"Bahamas and Florida Keys","208.89"
999424,"0","299.96","0.0277",62.43,"Bahamas and Florida Keys","208.89"
999425,"0","299.98","0.0264",61.05,"Bahamas and Florida Keys","722.04"
999425,"0","299.98","0.0264",61.05,"Bahamas and Florida Keys","722.04"
999426,"0","299.87","0.03",67.68,"Bahamas and Florida Keys","117.09"
999426,"0","299.87","0.03",67.68,"Bahamas and Florida Keys","117.09"
999427,"0","299.89","0.0284",67.68,"Bahamas and Florida Keys","750.39"
999428,"0","299.85","0.0307",67.68,"Bahamas and Florida Keys","816.06"
999428,"0","299.85","0.0307",67.68,"Bahamas and Florida Keys","816.06"
999429,"0","299.68","0.0421",64.16,"Bahamas and Florida Keys","585.68"
999429,"0","299.68","0.0421",64.16,"Bahamas and Florida Keys","585.68"
999429,"0","299.68","0.0421",64.16,"Bahamas and Florida Keys","585.68"
999429,"0","299.68","0.0421",64.16,"Bahamas and Florida Keys","585.68"
999429,"0","299.68","0.0421",64.16,"Bahamas and Florida Keys","585.68"
999429,"0","299.68","0.0421",64.16,"Bahamas and Florida Keys","585.68"
999429,"0","299.68","0.0421",64.16,"Bahamas and Florida Keys","585.68"
999429,"0","299.68","0.0421",64.16,"Bahamas and Florida Keys","585.68"
999430,"0","299.71","0.0428",64.16,"Bahamas and Florida Keys","335.21"
999430,"0","299.71","0.0428",64.16,"Bahamas and Florida Keys","335.21"
999430,"0","299.71","0.0428",64.16,"Bahamas and Florida Keys","335.21"
999430,"0","299.71","0.0428",64.16,"Bahamas and Florida Keys","335.21"
999431,"0","299.71","0.0428",64.16,"Bahamas and Florida Keys","1423.79"
999431,"0","299.71","0.0428",64.16,"Bahamas and Florida Keys","1423.79"
999431,"0","299.71","0.0428",64.16,"Bahamas and Florida Keys","1423.79"
999431,"0","299.71","0.0428",64.16,"Bahamas and Florida Keys","1423.79"
999432,"0","299.66","0.0428",64.16,"Bahamas and Florida Keys","549.81"
999432,"0","299.66","0.0428",64.16,"Bahamas and Florida Keys","549.81"
999432,"0","299.66","0.0428",64.16,"Bahamas and Florida Keys","549.81"
999432,"0","299.66","0.0428",64.16,"Bahamas and Florida Keys","549.81"
999432,"0","299.66","0.0428",64.16,"Bahamas and Florida Keys","549.81"
999433,"0","299.66","0.0428",64.16,"Bahamas and Florida Keys","506.9"
999433,"0","299.66","0.0428",64.16,"Bahamas and Florida Keys","506.9"
999434,"0","299.67","0.0424",72.72,"Bahamas and Florida Keys","1737.77"
999434,"0","299.67","0.0424",72.72,"Bahamas and Florida Keys","1737.77"
999434,"0","299.67","0.0424",72.72,"Bahamas and Florida Keys","1737.77"
999434,"0","299.67","0.0424",72.72,"Bahamas and Florida Keys","1737.77"
999434,"0","299.67","0.0424",72.72,"Bahamas and Florida Keys","1737.77"
999434,"0","299.67","0.0424",72.72,"Bahamas and Florida Keys","1737.77"
999434,"0","299.67","0.0424",72.72,"Bahamas and Florida Keys","1737.77"
999434,"0","299.67","0.0424",72.72,"Bahamas and Florida Keys","1737.77"
999435,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","219.53"
999435,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","219.53"
999435,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","219.53"
999435,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","219.53"
999435,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","219.53"
999435,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","219.53"
999435,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","219.53"
999435,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","219.53"
999436,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999436,"0","299.74","0.0478",72.72,"Bahamas and Florida Keys","542.64"
999437,"0","299.71","0.0426",55.86,"Bahamas and Florida Keys","1230.47"
999437,"0","299.71","0.0426",55.86,"Bahamas and Florida Keys","1230.47"
999437,"0","299.71","0.0426",55.86,"Bahamas and Florida Keys","1230.47"
999438,"0","299.71","0.0459",55.86,"Bahamas and Florida Keys","1097.42"
999438,"0","299.71","0.0459",55.86,"Bahamas and Florida Keys","1097.42"
999438,"0","299.71","0.0459",55.86,"Bahamas and Florida Keys","1097.42"
999438,"0","299.71","0.0459",55.86,"Bahamas and Florida Keys","1097.42"
999438,"0","299.71","0.0459",55.86,"Bahamas and Florida Keys","1097.42"
999439,"0","299.71","0.0459",55.86,"Bahamas and Florida Keys","828.08"
999439,"0","299.71","0.0459",55.86,"Bahamas and Florida Keys","828.08"
999439,"0","299.71","0.0459",55.86,"Bahamas and Florida Keys","828.08"
999440,"0","299.74","0.0428",71.67,"Bahamas and Florida Keys","2000.15"
999440,"0","299.74","0.0428",71.67,"Bahamas and Florida Keys","2000.15"
999440,"0","299.74","0.0428",71.67,"Bahamas and Florida Keys","2000.15"
999440,"0","299.74","0.0428",71.67,"Bahamas and Florida Keys","2000.15"
999440,"0","299.74","0.0428",71.67,"Bahamas and Florida Keys","2000.15"
999441,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","1541.72"
999441,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","1541.72"
999441,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","1541.72"
999441,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","1541.72"
999441,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","1541.72"
999442,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","946.4"
999442,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","946.4"
999442,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","946.4"
999442,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","946.4"
999442,"0","299.59","0.0428",71.67,"Bahamas and Florida Keys","946.4"
999443,"0","299.68","0.0597",79.45,"Bahamas and Florida Keys","936.38"
999443,"0","299.68","0.0597",79.45,"Bahamas and Florida Keys","936.38"
999443,"0","299.68","0.0597",79.45,"Bahamas and Florida Keys","936.38"
999443,"0","299.68","0.0597",79.45,"Bahamas and Florida Keys","936.38"
999443,"0","299.68","0.0597",79.45,"Bahamas and Florida Keys","936.38"
999443,"0","299.68","0.0597",79.45,"Bahamas and Florida Keys","936.38"
999443,"0","299.68","0.0597",79.45,"Bahamas and Florida Keys","936.38"
999443,"0","299.68","0.0597",79.45,"Bahamas and Florida Keys","936.38"
999443,"0","299.68","0.0597",79.45,"Bahamas and Florida Keys","936.38"
999444,"0","299.68","0.0445",79.45,"Bahamas and Florida Keys","1533.1"
999445,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2403.32"
999445,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2403.32"
999445,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2403.32"
999445,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2403.32"
999445,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2403.32"
999445,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2403.32"
999445,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2403.32"
999445,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2403.32"
999446,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2965.01"
999446,"0","299.73","0.0445",79.45,"Bahamas and Florida Keys","2965.01"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999447,"0","299.66","0.0436",62.55,"Bahamas and Florida Keys","1583.94"
999448,"0","299.68","0.0436",62.55,"Bahamas and Florida Keys","1902.39"
999448,"0","299.68","0.0436",62.55,"Bahamas and Florida Keys","1902.39"
999448,"0","299.68","0.0436",62.55,"Bahamas and Florida Keys","1902.39"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999449,"0","299.61","0.0436",59.68,"Bahamas and Florida Keys","1060.51"
999450,"0","299.61","0.0421",62.55,"Bahamas and Florida Keys","1789.2"
999450,"0","299.61","0.0421",62.55,"Bahamas and Florida Keys","1789.2"
999450,"0","299.61","0.0421",62.55,"Bahamas and Florida Keys","1789.2"
999451,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1317.82"
999451,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1317.82"
999451,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1317.82"
999451,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1317.82"
999451,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1317.82"
999452,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1014.81"
999452,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1014.81"
999453,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","313.43"
999453,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","313.43"
999453,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","313.43"
999453,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","313.43"
999453,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","313.43"
999454,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1212.88"
999454,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1212.88"
999454,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1212.88"
999454,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1212.88"
999454,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1212.88"
999454,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1212.88"
999454,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1212.88"
999455,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1462.66"
999455,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1462.66"
999455,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1462.66"
999455,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1462.66"
999455,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1462.66"
999455,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1462.66"
999455,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","1462.66"
999456,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","2003.49"
999456,"0","299.61","0.0459",59.68,"Bahamas and Florida Keys","2003.49"
999457,"0","299.68","0.0459",59.68,"Bahamas and Florida Keys","1652.66"
999457,"0","299.68","0.0459",59.68,"Bahamas and Florida Keys","1652.66"
999483,"0","299.73","0.0472",64.41,"Bahamas and Florida Keys","733.08"
999487,"0","299.73","0.0446",64.41,"Bahamas and Florida Keys","816.41"
999488,"0","299.73","0.0472",64.41,"Bahamas and Florida Keys","650.44"
999488,"0","299.73","0.0472",64.41,"Bahamas and Florida Keys","650.44"
999504,"0","299.76","0.0608",57.28,"Bahamas and Florida Keys","4846.84"
999504,"0","299.76","0.0608",57.28,"Bahamas and Florida Keys","4846.84"
999504,"0","299.76","0.0608",57.28,"Bahamas and Florida Keys","4846.84"
999504,"0","299.76","0.0608",57.28,"Bahamas and Florida Keys","4846.84"
999504,"0","299.76","0.0608",57.28,"Bahamas and Florida Keys","4846.84"
999516,"0","299.83","0.1491",58.01,"Bahamas and Florida Keys","2927.09"
999516,"0","299.83","0.1491",58.01,"Bahamas and Florida Keys","2927.09"
999516,"0","299.83","0.1491",58.01,"Bahamas and Florida Keys","2927.09"
999516,"0","299.83","0.1491",58.01,"Bahamas and Florida Keys","2927.09"
